MaNhanVien,Tuoi,GioiTinh,TinhTrangHonNhan,DiaDiemLamViec,LoaiHopDong,TrinhDoHocVan,LinhVucDaoTao,PhongBan,ViTriCongViec,CapBacCongViec,TanSuatCongTac,LamThemGio,ThuNhapHangThang_VND,PhanTramTangLuong,KhoangCachNha_Km,HaiLong_CongViec,HaiLong_MoiTruong,CanBangCongViec_CuocSong,MucDoGanKetCongViec,HaiLong_QuanHe,DanhGiaHieuSuat,SoLanDaoTao_Nam,SoCongTyDaLam,TongNamKinhNghiem,SoNamTaiCongTy,SoNam_ViTriHienTai,SoNam_TuLanThangChuc,SoNam_VoiQuanLyHienTai,NghiViec
NV20260889,37,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kinh tế,Marketing,Chuyên viên nội dung,2,Ít,Có,19600000,7,10,3,2,4,2,2,4,5,4,6,2,1,1,2,Có
NV20260890,30,Nữ,Độc thân,Hải Phòng,Toàn thời gian,Cao đẳng,Marketing,Kinh doanh,Trưởng nhóm kinh doanh,3,Ít,Có,23000000,8,10,3,3,4,2,2,4,4,1,6,6,3,4,5,Không
NV20260891,38,Nam,Đã kết hôn,Cần Thơ,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Vận hành,Trưởng nhóm vận hành,3,Không công tác,Không,28800000,6,9,2,1,4,4,4,4,4,5,17,6,2,2,3,Không
NV20260892,29,Nam,Độc thân,Bình Dương,Toàn thời gian,Cao đẳng,Kinh tế,Tài chính - Kế toán,Chuyên viên tài chính,1,Thường xuyên,Không,18200000,5,13,5,2,2,4,4,3,4,1,11,0,0,0,0,Có
NV20260893,33,Nam,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Thường xuyên,Không,15800000,9,8,4,4,4,3,5,3,3,4,2,2,1,0,1,Không
NV20260894,32,Nữ,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Kinh tế,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,4,Ít,Có,26400000,7,5,4,5,2,4,5,2,4,1,9,9,6,6,7,Không
NV20260895,33,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Marketing,Tài chính - Kế toán,Kế toán viên,2,Ít,Không,18200000,6,6,4,5,3,3,4,5,3,1,4,2,1,1,2,Không
NV20260896,26,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Thạc sĩ,Nhân sự,Vận hành,Nhân viên vận hành,2,Ít,Có,17800000,12,13,4,4,5,4,1,2,3,3,7,3,2,2,2,Có
NV20260897,32,Nam,Độc thân,Bình Dương,Toàn thời gian,Cao đẳng,Marketing,Công nghệ thông tin,Lập trình viên,2,Ít,Không,18800000,7,2,4,3,2,4,5,4,4,2,5,2,1,1,1,Không
NV20260898,30,Nữ,Đã kết hôn,Bình Dương,Toàn thời gian,Thạc sĩ,Marketing,Công nghệ thông tin,Kỹ sư kiểm thử,2,Ít,Có,17000000,4,15,4,2,4,5,3,3,3,5,3,3,1,1,2,Không
NV20260899,20,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Tài chính - Kế toán,Kế toán viên,1,Ít,Không,12300000,12,12,2,2,3,4,3,3,1,3,0,0,0,0,0,Không
NV20260900,20,Nữ,Ly hôn,Hà Nội,Toàn thời gian,Đại học,Kinh tế,Kinh doanh,Quản lý kinh doanh,1,Ít,Không,12600000,12,5,4,2,2,2,2,3,3,1,0,0,0,0,0,Có
NV20260901,31,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Nhân sự,Marketing,Chuyên viên marketing,3,Không công tác,Không,19700000,14,5,2,2,3,3,4,5,3,3,7,7,5,3,4,Không
NV20260902,35,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Marketing,Trưởng nhóm marketing,2,Không công tác,Không,21600000,8,10,3,4,4,2,2,3,5,1,15,2,2,1,1,Không
NV20260903,23,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kinh tế,Kinh doanh,Nhân viên kinh doanh,1,Ít,Không,11200000,8,8,2,3,5,5,3,3,3,3,1,1,0,0,1,Không
NV20260904,20,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Tài chính,Công nghệ thông tin,Lập trình viên,1,Không công tác,Không,13600000,5,11,2,4,4,3,3,5,4,5,0,0,0,0,0,Không
NV20260905,31,Nữ,Độc thân,Cần Thơ,Thử việc,Đại học,Khác,Nhân sự,Trưởng nhóm nhân sự,2,Ít,Không,22000000,12,13,3,5,4,4,1,2,2,1,12,2,1,0,2,Không
NV20260906,35,Nữ,Ly hôn,Đà Nẵng,Toàn thời gian,Đại học,Kinh tế,Marketing,Chuyên viên marketing,2,Ít,Có,20100000,5,3,4,5,4,3,3,3,3,2,4,2,1,1,1,Không
NV20260907,28,Nam,Độc thân,Hà Nội,Toàn thời gian,Thạc sĩ,Khác,Công nghệ thông tin,Kỹ sư kiểm thử,3,Không công tác,Có,19900000,6,2,2,4,4,2,4,4,1,3,5,5,4,2,2,Không
NV20260908,23,Nam,Độc thân,Hải Phòng,Thử việc,Cao đẳng,Kinh tế,Kinh doanh,Nhân viên kinh doanh,1,Ít,Không,12800000,11,4,4,3,3,5,3,2,3,4,0,0,0,0,0,Không
NV20260909,37,Nữ,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,Cao đẳng,Công nghệ thông tin,Công nghệ thông tin,Trưởng nhóm kỹ thuật,3,Ít,Có,25500000,12,2,3,4,3,3,1,4,1,2,16,4,2,2,3,Không
NV20260910,41,Nữ,Độc thân,Hà Nội,Toàn thời gian,Thạc sĩ,Kỹ thuật,Nghiên cứu và Phát triển,Kỹ sư R&D,3,Ít,Không,30200000,4,12,3,3,5,1,5,3,4,2,23,7,6,3,5,Không
NV20260911,32,Nam,Độc thân,Bình Dương,Toàn thời gian,Đại học,Khác,Tài chính - Kế toán,Kế toán viên,2,Ít,Không,17100000,9,10,2,4,5,3,3,3,5,2,6,2,1,2,1,Không
NV20260912,24,Nữ,Đã kết hôn,Cần Thơ,Hợp đồng xác định thời hạn,Đại học,Kỹ thuật,Tài chính - Kế toán,Trưởng nhóm tài chính,1,Không công tác,Không,11300000,7,15,3,3,4,2,4,2,4,0,5,0,0,0,0,Có
NV20260913,20,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Khác,Nghiên cứu và Phát triển,Kỹ sư R&D,1,Không công tác,Có,10300000,10,11,2,5,2,3,5,4,1,1,0,0,0,0,0,Có
NV20260914,25,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Kỹ thuật,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Không công tác,Không,17400000,9,1,4,3,5,3,3,4,3,2,3,3,2,2,1,Không
NV20260915,27,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Công nghệ thông tin,Trưởng nhóm kỹ thuật,2,Không công tác,Không,18900000,10,8,3,3,3,3,4,3,5,4,2,2,2,1,1,Không
NV20260916,22,Nữ,Độc thân,Hà Nội,Toàn thời gian,Đại học,Tài chính,Marketing,Chuyên viên nội dung,1,Không công tác,Không,13900000,7,4,2,4,4,5,5,1,3,1,0,0,0,0,0,Không
NV20260917,29,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Tài chính,Nhân sự,Trưởng nhóm nhân sự,3,Không công tác,Không,24100000,9,8,1,5,4,4,3,3,2,3,11,5,3,3,2,Không
NV20260918,33,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Công nghệ thông tin,Nhân sự,Trưởng nhóm nhân sự,3,Không công tác,Không,22200000,8,9,2,4,3,3,2,3,3,0,7,5,2,2,2,Không
NV20260919,43,Nữ,Độc thân,Cần Thơ,Toàn thời gian,Đại học,Công nghệ thông tin,Nghiên cứu và Phát triển,Chuyên viên R&D,4,Thường xuyên,Không,33800000,10,6,2,2,4,3,4,2,4,1,21,11,5,7,8,Không
NV20260920,37,Nữ,Đã kết hôn,Bình Dương,Hợp đồng xác định thời hạn,THPT,Kỹ thuật,Vận hành,Điều phối viên,3,Không công tác,Không,26900000,9,17,2,2,3,4,5,2,6,5,14,7,5,2,4,Không
NV20260921,47,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kinh tế,Vận hành,Điều phối viên,3,Ít,Có,31900000,15,7,5,2,5,3,5,3,2,2,22,4,2,3,2,Không
NV20260922,38,Nữ,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Cao đẳng,Nhân sự,Marketing,Chuyên viên nội dung,3,Ít,Không,24600000,9,12,3,3,1,4,3,2,4,2,12,5,4,2,2,Không
NV20260923,46,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Marketing,Công nghệ thông tin,Kỹ sư dữ liệu,3,Ít,Không,28200000,5,12,1,1,4,3,4,2,3,3,21,5,2,3,4,Không
NV20260924,32,Nữ,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Cao đẳng,Kỹ thuật,Công nghệ thông tin,Lập trình viên,2,Ít,Không,21100000,6,13,3,4,4,3,3,2,4,1,14,3,2,1,2,Không
NV20260925,27,Nữ,Đã kết hôn,Đà Nẵng,Thử việc,Thạc sĩ,Công nghệ thông tin,Marketing,Chuyên viên marketing,3,Thường xuyên,Không,25200000,10,4,1,4,3,3,4,1,5,0,9,7,6,3,5,Không
NV20260926,31,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư dữ liệu,2,Không công tác,Không,22900000,11,3,3,4,4,3,3,3,1,3,11,3,2,1,2,Không
NV20260927,34,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,2,Ít,Không,16100000,7,4,3,3,3,5,5,5,4,3,2,2,1,0,1,Không
NV20260928,33,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,Đại học,Kinh tế,Tài chính - Kế toán,Kế toán viên,3,Không công tác,Không,23500000,14,3,2,3,4,2,2,3,2,3,6,6,2,2,3,Không
NV20260929,35,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Marketing,Trưởng nhóm marketing,1,Không công tác,Không,15500000,11,6,2,2,4,4,4,3,4,1,9,1,1,1,1,Không
NV20260930,32,Nam,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Khác,Tài chính - Kế toán,Trưởng nhóm tài chính,1,Không công tác,Không,8900000,11,1,1,4,5,4,3,3,4,2,0,0,0,0,0,Không
NV20260931,39,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Marketing,Trưởng nhóm marketing,3,Ít,Có,23000000,10,5,3,4,2,4,3,3,2,1,10,5,4,2,4,Không
NV20260932,20,Nam,Đã kết hôn,Hải Phòng,Hợp đồng xác định thời hạn,Đại học,Kỹ thuật,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,1,Ít,Có,13500000,9,4,4,3,5,3,4,2,1,0,0,0,0,0,0,Không
NV20260933,36,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Kinh tế,Vận hành,Điều phối viên,2,Không công tác,Không,21600000,9,3,4,3,4,3,4,4,3,2,9,3,2,2,2,Có
NV20260934,35,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Nhân sự,Công nghệ thông tin,Trưởng nhóm kỹ thuật,4,Không công tác,Không,28400000,10,23,5,4,4,3,4,2,3,2,11,8,6,4,6,Không
NV20260935,20,Nam,Đã kết hôn,Đà Nẵng,Hợp đồng xác định thời hạn,Thạc sĩ,Nhân sự,Marketing,Chuyên viên nội dung,1,Không công tác,Có,10900000,5,11,2,5,3,3,4,3,3,2,2,0,0,0,0,Không
NV20260936,27,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Marketing,Chuyên viên nội dung,2,Ít,Không,17600000,10,18,4,3,4,4,3,2,3,2,2,2,2,0,1,Không
NV20260937,38,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Tiến sĩ,Công nghệ thông tin,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,4,Ít,Có,28700000,10,28,4,4,4,2,3,2,2,1,13,11,4,4,4,Không
NV20260938,31,Nam,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Cao đẳng,Kinh tế,Marketing,Chuyên viên nội dung,3,Không công tác,Không,23000000,11,8,1,4,4,2,3,1,3,6,5,5,4,3,2,Không
NV20260939,38,Nam,Đã kết hôn,Bình Dương,Toàn thời gian,Đại học,Nhân sự,Tài chính - Kế toán,Kế toán viên,3,Ít,Có,27200000,10,4,2,3,3,1,5,4,2,2,14,5,4,3,3,Có
NV20260940,31,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Tài chính,Vận hành,Nhân viên vận hành,3,Ít,Không,26300000,13,4,1,5,4,5,5,2,3,5,13,7,4,4,3,Không
NV20260941,31,Nữ,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Khác,Marketing,Chuyên viên marketing,2,Thường xuyên,Không,15800000,10,11,3,4,3,3,1,3,4,2,4,2,1,1,1,Không
NV20260942,30,Nữ,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Công nghệ thông tin,Kinh doanh,Quản lý kinh doanh,3,Không công tác,Không,24600000,9,2,3,5,3,4,4,4,5,1,12,4,2,3,2,Không
NV20260943,29,Nam,Độc thân,TP. Hồ Chí Minh,Thử việc,Đại học,Kỹ thuật,Marketing,Chuyên viên marketing,1,Không công tác,Có,10900000,11,22,3,3,4,3,3,3,1,0,1,1,0,1,1,Không
NV20260944,30,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Kinh tế,Nghiên cứu và Phát triển,Trưởng nhóm R&D,1,Thường xuyên,Không,13400000,8,1,2,3,4,4,4,2,4,2,0,0,0,0,0,Không
NV20260945,23,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Tài chính - Kế toán,Chuyên viên tài chính,1,Không công tác,Có,14000000,11,11,4,4,2,3,5,4,3,1,0,0,0,0,0,Có
NV20260946,34,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Công nghệ thông tin,Kỹ sư dữ liệu,4,Không công tác,Không,28000000,11,5,3,3,5,3,3,5,4,2,8,8,5,2,5,Không
NV20260947,27,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Cao đẳng,Tài chính,Vận hành,Nhân viên vận hành,1,Không công tác,Không,10800000,7,7,1,4,4,4,3,5,2,4,0,0,0,0,0,Không
NV20260948,30,Nam,Độc thân,Bình Dương,Toàn thời gian,Đại học,Nhân sự,Kinh doanh,Trưởng nhóm kinh doanh,1,Không công tác,Không,10100000,12,4,3,4,4,4,5,4,4,1,0,0,0,0,0,Không
NV20260949,36,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Kỹ thuật,Công nghệ thông tin,Trưởng nhóm kỹ thuật,3,Ít,Không,28800000,11,1,3,5,1,2,1,3,3,0,18,5,4,1,4,Không
NV20260950,26,Nam,Đã kết hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Kinh tế,Nhân sự,Chuyên viên tuyển dụng,2,Ít,Có,19200000,9,22,3,3,2,4,3,4,1,1,8,2,1,1,2,Có
NV20260951,20,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Marketing,Kinh doanh,Nhân viên kinh doanh,1,Không công tác,Không,13000000,12,3,2,4,3,3,4,3,4,2,0,0,0,0,0,Không
NV20260952,22,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Tiến sĩ,Nhân sự,Nghiên cứu và Phát triển,Trưởng nhóm R&D,1,Ít,Không,12600000,6,8,4,4,3,1,5,3,4,2,0,0,0,0,0,Không
NV20260953,20,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Nhân sự,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,1,Ít,Không,11900000,9,12,4,5,2,4,4,1,2,1,1,0,0,0,0,Không
NV20260954,31,Nam,Độc thân,Hải Phòng,Toàn thời gian,Đại học,Công nghệ thông tin,Kinh doanh,Trưởng nhóm kinh doanh,2,Ít,Không,18200000,17,5,4,3,2,4,2,3,4,4,4,2,1,1,1,Không
NV20260955,28,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kinh tế,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,1,Không công tác,Không,11600000,4,11,5,3,4,3,4,4,5,2,1,1,1,0,1,Không
NV20260956,34,Nữ,Đã kết hôn,Cần Thơ,Toàn thời gian,Thạc sĩ,Tài chính,Tài chính - Kế toán,Trưởng nhóm tài chính,3,Thường xuyên,Có,26000000,10,12,4,2,3,3,4,4,3,3,11,5,2,2,2,Không
NV20260957,25,Nam,Đã kết hôn,Hải Phòng,Hợp đồng xác định thời hạn,Đại học,Nhân sự,Kinh doanh,Nhân viên kinh doanh,1,Ít,Có,11500000,12,13,4,3,4,2,3,3,0,2,0,0,0,0,0,Có
NV20260958,28,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Nhân sự,Công nghệ thông tin,Trưởng nhóm kỹ thuật,2,Không công tác,Không,20400000,7,1,1,4,2,5,4,4,5,2,10,3,1,2,3,Có
NV20260959,26,Nam,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Cao đẳng,Kinh tế,Tài chính - Kế toán,Chuyên viên tài chính,1,Ít,Không,11700000,12,4,1,5,4,4,3,4,5,7,0,0,0,0,0,Không
NV20260960,35,Nữ,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Thạc sĩ,Kinh tế,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,4,Ít,Có,27700000,6,1,4,5,4,3,3,2,3,1,11,9,4,7,8,Không
NV20260961,35,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Đại học,Tài chính,Kinh doanh,Nhân viên kinh doanh,2,Ít,Có,20500000,9,3,4,4,3,1,3,4,5,2,10,3,1,2,2,Không
NV20260962,38,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kỹ thuật,Công nghệ thông tin,Kỹ sư dữ liệu,2,Ít,Không,20100000,10,9,5,1,1,4,3,4,2,1,14,3,2,1,2,Không
NV20260963,35,Nam,Ly hôn,Đà Nẵng,Toàn thời gian,Đại học,Tài chính,Công nghệ thông tin,Kỹ sư kiểm thử,2,Không công tác,Có,21600000,9,1,4,4,4,3,5,4,3,2,9,3,1,2,2,Không
NV20260964,36,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Vận hành,Điều phối viên,1,Không công tác,Không,21500000,9,10,3,3,3,4,5,3,4,3,18,1,1,0,1,Không
NV20260965,24,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Thạc sĩ,Kỹ thuật,Công nghệ thông tin,Trưởng nhóm kỹ thuật,2,Ít,Không,17300000,7,12,2,1,3,3,5,3,3,2,4,3,2,1,1,Không
NV20260966,39,Nam,Độc thân,Hải Phòng,Toàn thời gian,Cao đẳng,Kinh tế,Vận hành,Trưởng nhóm vận hành,3,Ít,Không,21300000,9,4,2,4,4,4,2,3,4,0,9,5,3,3,2,Không
NV20260967,25,Nữ,Độc thân,Hà Nội,Toàn thời gian,Thạc sĩ,Tài chính,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,1,Không công tác,Không,11300000,7,7,5,4,1,3,4,3,1,0,0,0,0,0,0,Không
NV20260968,30,Nữ,Độc thân,TP. Hồ Chí Minh,Thử việc,Thạc sĩ,Kinh tế,Công nghệ thông tin,Lập trình viên,3,Ít,Không,20500000,3,12,4,3,3,4,2,5,2,2,7,7,6,4,6,Không
NV20260969,29,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Kinh tế,Tài chính - Kế toán,Kế toán viên,1,Thường xuyên,Không,13100000,9,10,2,3,4,1,1,3,3,1,0,0,0,0,0,Có
NV20260970,24,Nữ,Độc thân,Bình Dương,Toàn thời gian,Đại học,Công nghệ thông tin,Tài chính - Kế toán,Chuyên viên tài chính,1,Không công tác,Có,14300000,11,4,2,2,5,2,5,5,2,3,6,1,1,1,1,Có
NV20260971,32,Nam,Độc thân,Bình Dương,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Nhân sự,Chuyên viên tuyển dụng,3,Thường xuyên,Không,23400000,13,5,5,5,4,3,3,4,5,3,12,7,3,4,4,Không
NV20260972,37,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Công nghệ thông tin,Trưởng nhóm kỹ thuật,3,Ít,Có,24500000,6,11,4,3,4,2,4,5,2,1,12,4,3,2,2,Có
NV20260973,36,Nam,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,Đại học,Công nghệ thông tin,Vận hành,Nhân viên vận hành,3,Ít,Không,25700000,10,7,5,2,3,3,3,3,2,1,15,4,3,3,2,Không
NV20260974,29,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Marketing,Công nghệ thông tin,Kỹ sư dữ liệu,1,Không công tác,Không,13400000,13,5,4,2,3,2,3,3,4,5,0,0,0,0,0,Không
NV20260975,34,Nữ,Độc thân,Hà Nội,Toàn thời gian,Thạc sĩ,Kinh tế,Kinh doanh,Quản lý kinh doanh,2,Không công tác,Không,20100000,16,5,4,2,4,3,4,2,3,1,9,2,1,1,1,Không
NV20260976,20,Nam,Đã kết hôn,Hải Phòng,Hợp đồng xác định thời hạn,Đại học,Công nghệ thông tin,Vận hành,Trưởng nhóm vận hành,1,Không công tác,Không,11200000,8,12,3,1,3,3,4,3,3,4,0,0,0,0,0,Không
NV20260977,30,Nam,Độc thân,Bình Dương,Hợp đồng xác định thời hạn,Cao đẳng,Kinh tế,Nghiên cứu và Phát triển,Trưởng nhóm R&D,2,Ít,Không,17600000,10,4,1,3,4,5,5,3,2,0,2,2,1,1,1,Không
NV20260978,34,Nữ,Đã kết hôn,Hải Phòng,Hợp đồng xác định thời hạn,Cao đẳng,Nhân sự,Công nghệ thông tin,Lập trình viên,3,Không công tác,Có,28100000,6,9,4,4,4,5,4,3,4,3,16,5,4,1,3,Có
NV20260979,26,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Kỹ thuật,Vận hành,Điều phối viên,1,Thường xuyên,Không,16100000,8,10,3,3,3,3,4,4,2,2,3,1,1,0,1,Không
NV20260980,42,Nam,Độc thân,Bình Dương,Hợp đồng xác định thời hạn,Đại học,Kinh tế,Kinh doanh,Nhân viên kinh doanh,1,Ít,Có,21800000,9,7,1,4,3,4,3,3,1,1,19,1,1,1,1,Không
NV20260981,23,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Nhân sự,Trưởng nhóm nhân sự,1,Ít,Không,9000000,7,3,3,4,3,4,3,4,1,2,0,0,0,0,0,Không
NV20260982,33,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,2,Ít,Không,17600000,10,8,4,3,4,4,3,3,4,4,10,2,2,2,1,Không
NV20260983,28,Nam,Đã kết hôn,Hà Nội,Thử việc,Đại học,Kỹ thuật,Marketing,Chuyên viên nội dung,2,Thường xuyên,Không,18800000,10,10,3,4,1,1,4,3,6,1,6,2,1,0,1,Không
NV20260984,24,Nam,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Kinh tế,Công nghệ thông tin,Lập trình viên,3,Không công tác,Không,21600000,6,18,3,4,3,3,4,5,3,2,5,4,3,3,3,Không
NV20260985,31,Nam,Độc thân,Bình Dương,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Marketing,Trưởng nhóm marketing,2,Không công tác,Không,15100000,8,15,1,1,4,5,3,3,4,4,3,3,2,2,1,Không
NV20260986,39,Nữ,Đã kết hôn,Cần Thơ,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,2,Không công tác,Không,22900000,12,23,3,1,2,4,4,1,3,1,18,3,1,1,2,Không
NV20260987,30,Nữ,Đã kết hôn,Hải Phòng,Toàn thời gian,Đại học,Kinh tế,Marketing,Trưởng nhóm marketing,1,Thường xuyên,Không,11700000,4,4,3,2,3,3,2,2,1,2,0,0,0,0,0,Không
NV20260988,37,Nữ,Độc thân,Bình Dương,Toàn thời gian,Đại học,Công nghệ thông tin,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Không công tác,Không,18600000,8,9,4,2,5,3,2,3,2,2,2,2,1,1,2,Không
NV20260989,41,Nam,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Tài chính,Kinh doanh,Quản lý kinh doanh,3,Ít,Có,23500000,8,8,2,3,1,3,3,3,2,4,13,4,3,3,2,Có
NV20260990,39,Nam,Độc thân,Hải Phòng,Toàn thời gian,Cao đẳng,Tài chính,Marketing,Trưởng nhóm marketing,2,Không công tác,Không,24000000,7,9,2,2,3,4,4,3,2,0,20,3,2,2,2,Không
NV20260991,34,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Kinh tế,Tài chính - Kế toán,Trưởng nhóm tài chính,3,Không công tác,Không,21300000,5,1,1,4,4,2,5,3,4,3,8,4,3,3,2,Không
NV20260992,46,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,Đại học,Nhân sự,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Không công tác,Không,20200000,8,12,2,4,3,2,5,2,1,2,13,3,2,1,2,Không
NV20260993,26,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kỹ thuật,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Thường xuyên,Không,18800000,12,9,3,3,2,3,2,3,6,2,8,2,1,1,1,Có
NV20260994,28,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Marketing,Marketing,Trưởng nhóm marketing,3,Ít,Có,24200000,10,11,3,4,3,3,2,2,3,1,6,6,5,1,3,Có
NV20260995,28,Nam,Đã kết hôn,Bình Dương,Toàn thời gian,Đại học,Kỹ thuật,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,1,Ít,Không,12300000,9,25,2,3,5,4,3,3,2,3,0,0,0,0,0,Có
NV20260996,29,Nam,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Kinh tế,Nhân sự,Chuyên viên tuyển dụng,2,Thường xuyên,Không,19600000,13,5,4,2,4,5,3,4,4,4,11,3,2,2,2,Có
NV20260997,35,Nữ,Độc thân,Bình Dương,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,3,Ít,Có,21500000,12,7,3,3,5,5,3,3,3,1,8,4,2,3,3,Không
NV20260998,23,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Trưởng nhóm kỹ thuật,1,Ít,Không,12800000,9,12,2,3,2,3,2,1,3,0,0,0,0,0,0,Có
